target_gene,rank,integrated_score,direction,peak_condition,context_specificity,causal_component,genetics_component,drug_component,novelty_component,peak_signed_score,peak_emp_z,peak_emp_fdr,peak_kd,genetics_tier,genetics_autoimmune,lof_constrained,lof_bin,ot_top_disease,ot_top_score,ot_autoimmune_disease,ot_autoimmune_score,primary_class,suggested_modality,tractability_tier,is_druggable,novelty_class,n_drugs,drug_stages,max_drug_stage,novel_priority,in_paper_noms,evidence_n,ensembl_id
CCDC91,1034,0.2863539872725255,driver_antagonize,Stim8hr,0.41154903,0.04316172646905876,0.5622633342434851,0.15,0.5,-0.3619047,-2.8033142,0.04236059202146529,-13.05078692901363,strong,0.5622633342434851,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000123106
SPCS2,1035,0.28634893395735833,driver_antagonize,Stim48hr,0.4322731,0.5392615704628185,0.0,0.15,0.5,-0.5432147,-3.4477506,0.01610322318588751,-4.650248186694503,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000118363
ZNF684,1036,0.28617212688507543,driver_antagonize,Stim8hr,0.62441564,0.5387415496619865,0.0,0.15,0.5,-0.53278226,-3.4459956,0.01045198629179694,-4.787105276597127,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000117010
CALD1,1037,0.2859953198127926,driver_antagonize,Stim8hr,0.29715562,0.5382215288611545,0.0,0.15,0.5,-0.47967514,-3.4454303,0.01045198629179694,-1.3902537572265905,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000122786
AEN,1038,0.2859242637844558,driver_antagonize,Stim48hr,0.68053854,0.1029641185647426,0.4930548782414778,0.15,0.5,-0.45187458,-2.907893,0.048122508695028314,-14.043280855828783,moderate,0.4930548782414778,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000181026
ZFP62,1039,0.2858185127405096,driver_antagonize,Stim8hr,0.6626072,0.5377015080603225,0.0,0.15,0.5,-0.50759345,-3.4452927,0.01045198629179694,-10.80763225286423,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000196670
UBXN7,1040,0.2856417056682268,brake_agonize,Rest,0.29952407,0.5371814872594903,0.0,0.15,0.5,0.6129827,3.4450061,0.0240500042189906,-8.586077514463007,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000163960
COX10,1041,0.285525084664687,brake_agonize,Stim8hr,0.88257366,0.059282371294851796,0.5412302614147914,0.15,0.5,0.51214546,2.8352942,0.039864119254231105,-4.736799113393046,strong,0.5412302614147914,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000006695
VPS37B,1042,0.2854648985959438,brake_agonize,Stim48hr,0.84394807,0.5366614664586583,0.0,0.15,0.5,0.51961595,3.4447885,0.01623970923125176,-11.792856277495908,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000139722
DCUN1D2,1043,0.28493447737909516,brake_agonize,Stim48hr,0.8347528,0.5351014040561622,0.0,0.15,0.5,0.5566773,3.4421937,0.01633034392498879,-4.303356840840047,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000150401
CHMP4B,1044,0.2847576703068123,brake_agonize,Stim48hr,0.746339,0.5345813832553302,0.0,0.15,0.5,0.5572134,3.4419246,0.01633034392498879,-8.360257214180278,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000101421
NDUFA12,1045,0.2845808632345294,driver_antagonize,Stim8hr,0.28662705,0.5340613624544982,0.0,0.15,0.5,-0.4911028,-3.4414907,0.010549182540465442,-20.987888024080963,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000184752
SNX4,1046,0.2844040561622465,brake_agonize,Stim8hr,0.45312846,0.5335413416536662,0.0,0.15,0.5,0.5198812,3.439864,0.010564089958895875,-17.652869463206624,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000114520
MYO9A,1047,0.2843890441334703,driver_antagonize,Stim8hr,0.55268013,0.4451378055122205,0.1001406341977179,0.15,0.5,-0.6768272,-3.3054414,0.014385423599700953,-13.600624270295931,weak,0.1001406341977179,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000066933
ZWINT,1048,0.28422724908996366,brake_agonize,Stim8hr,0.8714904,0.5330213208528342,0.0,0.15,0.5,0.6260713,3.4398148,0.010564089958895875,-5.880574268827999,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000122952
IL15RA,1049,0.2842239997897613,driver_antagonize,Rest,0.85086274,0.4243369734789392,0.1231647626897399,0.15,0.5,-0.46260762,-3.2728124,0.033582568154864836,-6.376122196591523,weak,0.1231647626897399,False,,,,,,catalytic_receptor,antibody/biologic (surface),class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000134470
MKI67,1050,0.28387363494539786,driver_antagonize,Stim48hr,0.71961176,0.53198127925117,0.0,0.15,0.5,-0.4962786,-3.4388037,0.016364653562178928,-13.468735534760643,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000148773
STARD5,1051,0.2836968278731149,driver_antagonize,Stim48hr,0.74961853,0.531461258450338,0.0,0.15,0.5,-0.5775319,-3.438657,0.016364653562178928,-6.905977540900689,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000172345
OBSCN,1052,0.28352002080083205,driver_antagonize,Stim8hr,0.24327934,0.530941237649506,0.0,0.15,0.5,-0.52010566,-3.4379163,0.010621547197552613,-3.440086379857068,none,0.0,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000154358
OASL,1053,0.28334321372854915,driver_antagonize,Stim48hr,0.27264154,0.5304212168486739,0.0,0.15,0.5,-0.54118395,-3.4377666,0.016377921247690375,-8.2125011314992,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000135114
BTBD1,1054,0.28316640665626625,driver_antagonize,Rest,0.71951604,0.5299011960478419,0.0,0.15,0.5,-0.4692442,-3.4369206,0.024530146903712944,-12.156756745949508,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000064726
GRN,1055,0.2829895995839834,driver_antagonize,Rest,0.7677046,0.5293811752470099,0.0,0.15,0.5,-0.51234305,-3.435237,0.02456731592868187,-4.052903933972819,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000030582
AP1B1,1056,0.2828127925117005,driver_antagonize,Stim8hr,0.6433767,0.5288611544461779,0.0,0.15,0.5,-0.5074921,-3.4337952,0.010767251789863357,-15.6662466306487,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000100280
HACD2,1057,0.2826359854394176,brake_agonize,Rest,0.608336,0.5283411336453459,0.0,0.15,0.5,0.56950915,3.4334366,0.024622539799652825,-22.197277700761003,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000206527
PDE6G,1058,0.28245917836713474,driver_antagonize,Stim8hr,0.73534465,0.5278211128445138,0.0,0.15,0.5,-0.43145835,-3.4333086,0.010769529020198674,-2.0432961363629683,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000185527
PRR12,1059,0.28210556422256894,brake_agonize,Rest,0.70934683,0.5267810712428497,0.0,0.15,0.5,0.6037696,3.4326425,0.024622539799652825,-23.63818074936679,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000126464
LARP4B,1060,0.28192875715028604,driver_antagonize,Stim8hr,0.80532974,0.5262610504420177,0.0,0.15,0.5,-0.45159295,-3.4325674,0.01078195157641958,-8.03284611975912,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000107929
RAMP1,1061,0.28175195007800313,brake_agonize,Stim48hr,0.450858,0.5257410296411856,0.0,0.15,0.5,0.39570764,3.432362,0.01658468126090391,-9.452519254142617,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000132329
CZIB,1062,0.2815751430057203,driver_antagonize,Stim48hr,0.85165334,0.5252210088403536,0.0,0.15,0.5,-0.49777475,-3.4298003,0.016701014190168704,-12.49665828144154,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000162384
SLC16A5,1063,0.2813983359334373,driver_antagonize,Stim8hr,0.35828036,0.5247009880395216,0.0,0.15,0.5,-0.5377578,-3.4297967,0.010841264314788976,-1.3328436717122103,none,0.0,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000170190
NCAPG2,1064,0.2812215288611545,brake_agonize,Rest,0.74788094,0.5241809672386896,0.0,0.15,0.5,0.84885985,3.4293895,0.024828968420550455,-5.291807929794915,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000146918
GZMK,1065,0.2810447217888716,brake_agonize,Rest,0.5456679,0.5236609464378575,0.0,0.15,0.5,0.5528409,3.4282115,0.024846614195269852,-2.5425664162966792,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000113088
ARL3,1066,0.2806911076443058,driver_antagonize,Stim48hr,0.30132067,0.5226209048361935,0.0,0.15,0.5,-0.49434793,-3.4274964,0.016792647502425987,-9.445126053447938,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000138175
P4HTM,1067,0.28051430057202287,driver_antagonize,Stim48hr,0.5585463,0.5221008840353614,0.0,0.15,0.5,-0.5732761,-3.4266021,0.016792647502425987,-7.149377764252456,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000178467
DMAC2L,1068,0.28033749349974,driver_antagonize,Rest,0.8238834,0.5215808632345293,0.0,0.15,0.5,-0.51984745,-3.4227288,0.02526165191705565,-17.404225172790436,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000125375
ADAT1,1069,0.2801606864274571,driver_antagonize,Stim8hr,0.37015313,0.5210608424336973,0.0,0.15,0.5,-0.56538284,-3.421679,0.011117698852993513,-12.254411177618048,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000065457
ANKRD11,1070,0.2799838793551742,brake_agonize,Stim8hr,0.62381077,0.5205408216328653,0.0,0.15,0.5,0.5598962,3.419377,0.011194669223099779,-20.40297621867781,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000167522
ATXN1L,1071,0.2796302652106084,brake_agonize,Rest,0.49726892,0.5195007800312013,0.0,0.15,0.5,0.6450706,3.4181907,0.02530664196437418,-2.6158873690169093,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000224470
TWSG1,1072,0.27945345813832556,driver_antagonize,Stim8hr,0.912057,0.5189807592303692,0.0,0.15,0.5,-0.5780646,-3.4181592,0.011196143365210862,-8.72924541381398,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000128791
VEGFB,1073,0.2792766510660427,driver_antagonize,Rest,0.5197512,0.5184607384295372,0.0,0.15,0.5,-0.48026922,-3.4177096,0.02530664196437418,-15.321459018797915,none,0.0,False,,,,,,cytokine,biologic (secreted),class_tractable_bio,True,not_assessed,,,,False,False,2,ENSG00000173511
SKIC3,1074,0.27909984399375976,brake_agonize,Stim8hr,0.8543087,0.5179407176287052,0.0,0.15,0.5,0.6777494,3.4170425,0.011203583149413766,-16.200461726544923,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000198677
ERI3,1075,0.27874622984919395,driver_antagonize,Rest,0.5790571,0.516900676027041,0.0,0.15,0.5,-0.45216998,-3.4162161,0.02530664196437418,-13.319723801167216,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000117419
PABPC1L,1076,0.2785694227769111,driver_antagonize,Stim48hr,0.6130392,0.516380655226209,0.0,0.15,0.5,-0.44929883,-3.415576,0.017385105418196486,-20.22993637895255,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000101104
PXMP4,1077,0.2783926157046282,driver_antagonize,Rest,0.7242288,0.515860634425377,0.0,0.15,0.5,-0.5711837,-3.4154692,0.02530664196437418,-8.251309663319722,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000101417
LRIG1,1078,0.27803900156006245,driver_antagonize,Stim8hr,0.6814522,0.514820592823713,0.0,0.15,0.5,-0.4793229,-3.413213,0.011309611774181489,-14.778718120697564,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000144749
USP48,1079,0.27786219448777955,brake_agonize,Stim48hr,0.5731213,0.5143005720228809,0.0,0.15,0.5,0.50525355,3.412359,0.017506816793570867,-11.189517858342292,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000090686
ABHD14A,1080,0.2775085803432138,brake_agonize,Stim8hr,0.82291514,0.5132605304212169,0.0,0.15,0.5,0.51216847,3.4053085,0.011588478406761513,-6.544735712779975,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000248487
ZNF436,1081,0.27733177327093084,brake_agonize,Stim48hr,0.52662206,0.5127405096203849,0.0,0.15,0.5,0.4278771,3.4052548,0.01791554278052178,-11.02708175673593,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000125945
CHUK,1082,0.2771777523929222,driver_antagonize,Stim48hr,0.54826546,0.3660946437857514,0.1656852450192223,0.15,0.5,-0.4904795,-3.203712,0.02762584978339781,-10.965101399624857,weak,0.1656852450192223,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000213341
WDR89,1083,0.277154966198648,brake_agonize,Stim8hr,0.80700225,0.5122204888195527,0.0,0.15,0.5,0.58252937,3.4046214,0.01159985502355111,-15.481976190267789,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000140006
INSIG2,1084,0.27697815912636503,driver_antagonize,Stim48hr,0.5963143,0.5117004680187207,0.0,0.15,0.5,-0.49189985,-3.4040966,0.01791554278052178,-19.95509113510635,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000125629
LCLAT1,1085,0.2768013520540822,driver_antagonize,Stim8hr,0.6375546,0.5111804472178887,0.0,0.15,0.5,-0.50125164,-3.4026613,0.011665491162452838,-16.178932871429648,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000172954
DTHD1,1086,0.2766763447360932,driver_antagonize,Stim48hr,0.68132883,0.4128965158606344,0.1109717644782583,0.15,0.5,-0.45575836,-3.2552054,0.02516248976745649,-1.84378969548932,weak,0.1109717644782583,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000197057
GCFC2,1087,0.2766493496898685,driver_antagonize,Stim8hr,0.8595697,0.09724388975559023,0.4686214239098927,0.15,0.5,-0.3896215,-2.9028363,0.03469752757597354,-16.476800418382908,moderate,0.4686214239098927,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000005436
MAP3K9,1088,0.2766245449817993,driver_antagonize,Rest,0.8562707,0.5106604264170567,0.0,0.15,0.5,-0.37711987,-3.4003115,0.026287826792560903,-8.012142288061982,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000006432
EXOSC1,1089,0.27627093083723353,brake_agonize,Stim8hr,0.6994666,0.5096203848153926,0.0,0.15,0.5,0.66311836,3.3977878,0.011801131629473882,-4.124141252743642,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000171311
ZNF776,1090,0.2760941237649506,brake_agonize,Stim8hr,0.60281205,0.5091003640145606,0.0,0.15,0.5,0.65357393,3.3975186,0.011801131629473882,-2.273684634015067,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000152443
NOD1,1091,0.2759173166926677,driver_antagonize,Stim8hr,0.77676743,0.5085803432137286,0.0,0.15,0.5,-0.5181028,-3.3974147,0.011801131629473882,-5.345126110426465,none,0.0,False,,,,,,catalytic_receptor,antibody/biologic (surface),class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000106100
GTF3C5,1092,0.2757405096203849,brake_agonize,Stim48hr,0.55278057,0.5080603224128966,0.0,0.15,0.5,0.6010054,3.397343,0.018276197698233708,-3.387832533503216,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000148308
MED20,1093,0.275563702548102,driver_antagonize,Rest,0.34887826,0.5075403016120645,0.0,0.15,0.5,-0.51768744,-3.3968608,0.026529751867848055,-6.555856552345154,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000124641
DCAF17,1094,0.2752100884035361,driver_antagonize,Stim48hr,0.41230214,0.5065002600104004,0.0,0.15,0.5,-0.49999464,-3.3954709,0.018357929515727355,-13.125783564493338,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000115827
HDAC5,1095,0.27503328133125327,driver_antagonize,Stim8hr,0.5164559,0.5059802392095684,0.0,0.15,0.5,-0.47949648,-3.3943784,0.011878606695964494,-4.509004274205247,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000108840
NPLOC4,1096,0.27485647425897036,brake_agonize,Stim8hr,0.6525986,0.5054602184087363,0.0,0.15,0.5,0.40844345,3.3934948,0.011898992114518286,-2.6159012120714067,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000182446
NKTR,1097,0.27467966718668746,driver_antagonize,Stim8hr,0.5150498,0.5049401976079043,0.0,0.15,0.5,-0.55080277,-3.3929565,0.011904419154161357,-15.553048924711156,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000114857
SLC66A2,1098,0.27457457208222386,brake_agonize,Stim8hr,0.82936835,0.4076963078523141,0.1098594247081235,0.15,0.5,0.41053763,3.2487323,0.016687265948076638,-15.883750391593535,weak,0.1098594247081235,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000122490
TMEM106A,1099,0.2745028601144046,driver_antagonize,Rest,0.6509502,0.5044201768070723,0.0,0.15,0.5,-0.466525,-3.3921554,0.02680472949080493,-7.275743844837194,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000184988
CHCHD5,1100,0.27443726414550795,driver_antagonize,Rest,0.19113559,0.21684867394695787,0.3256957166784741,0.15,0.5,-0.452132,-3.0491579,0.049320134436201875,-19.998246776328784,moderate,0.3256957166784741,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000125611
RAB7A,1101,0.2743260530421217,driver_antagonize,Stim8hr,0.48411763,0.5039001560062403,0.0,0.15,0.5,-0.47372356,-3.3890471,0.012057257175195185,-17.889685417452633,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000075785
ZNF33A,1102,0.2741492459698388,driver_antagonize,Rest,0.4902913,0.5033801352054083,0.0,0.15,0.5,-0.51800364,-3.3884335,0.027078430922002725,-5.5135779032453405,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000189180
RAB13,1103,0.27397243889755596,brake_agonize,Stim48hr,0.60110617,0.5028601144045762,0.0,0.15,0.5,0.49189094,3.3883147,0.018682009880706646,-7.66583890498939,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000143545
RAD1,1104,0.273795631825273,brake_agonize,Stim8hr,0.6763122,0.5023400936037441,0.0,0.15,0.5,0.44426963,3.3870883,0.012125416221670281,-4.226125630422633,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000113456
YEATS2,1105,0.27361882475299015,brake_agonize,Stim8hr,0.73463535,0.5018200728029121,0.0,0.15,0.5,0.6265762,3.3866663,0.012125846746674046,-6.608798576433839,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000163872
DOCK8,1106,0.27326521060842435,driver_antagonize,Stim48hr,0.3859235,0.500780031201248,0.0,0.15,0.5,-0.4769094,-3.3851428,0.018751033937163028,-7.05640937908317,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000107099
MLX,1107,0.27318313780848136,driver_antagonize,Stim48hr,0.57703745,0.3785751430057202,0.1382252972884549,0.15,0.5,-0.5232655,-3.2152126,0.027130170818340158,-15.487053621129585,weak,0.1382252972884549,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000108788
FBXW5,1108,0.2730884035361415,driver_antagonize,Stim8hr,0.23984385,0.500260010400416,0.0,0.15,0.5,-0.46379235,-3.3848007,0.012190254675825197,-3.707562226267083,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000159069
